Index,Author,Title,Publication,Volume,Issue,Year,Pages,Multiple_Tools,DOI,File_Type,Tool_Name,Tool_Type,Organization/Group,University/Institute,Distribution_Method,Article_Purpose,File_Name,Text_File,File_Path,Notes,Problematic,
340,"Ganeshsundararam, P.C.",Processing of Japanese Kanji on a Microcomputer,Computers and the Humanities,21,3,1987,157-167,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v21 n3 p157-167.pdf,CHUM-v21-n3-p157-167.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes methods for storing and representing Kanji alongside meaning and phonetic information.,*,
341,"McColly, William B.",Style and Structure in the Middle English Poem Cleanness,Computers and the Humanities,21,3,1987,169-176,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v21 n3 p169-176.pdf,CHUM-v21-n3-p169-176.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Details an investigation into the style and structure of the Pearl Poet's Cleanness, a poem in Middle English",-,
342,"Oakman, Robert L.",Perspectives on Teaching Computing in the Humanities,Computers and the Humanities,21,4,1987,227-233,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v21 n4 p227-233.pdf,CHUM-v21-n4-p227-233.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Meta article describing problems, approaches and programs in teaching computing in the Humanities.",-,
343,"Allen, Robert F.",The Stylo-Statistical Method of Literary Analysis,Computers and the Humanities,22,1,1988,1-10,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n1 p1-10.pdf,CHUM-v22-n1-p1-10.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Descibes a method of computer-assisted literary analysis, including the programs uses and examples from an analysis of Madame Bovary.",-,
344,"Siromoney, Gift; Huq, Abdul",Segmentation of Indus Texts: A Dynamic Programming Approach,Computers and the Humanities,22,1,1988,11-21,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n1 p11-21.pdf,CHUM-v22-n1-p11-21.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a computerized inquiry into the Indus Texts.,-,
345,"Smith, M.W.A.",The Authorship of Acts I and II of Pericles: A New Approach Using First Words of Speeches,Computers and the Humanities,22,1,1988,23-41,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n1 p23-41.pdf,CHUM-v22-n1-p23-41.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Details a procedure designed to identify authorship, describing its application to two test plays and then to Pericles.",-,
346,"Selfe, Cynthia L.; Wahlstrom, Billie J.",Computers and Writing: Casting a Broader Net with Theory and Research,Computers and the Humanities,22,1,1988,57-66,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n1 p57-66.pdf,CHUM-v22-n1-p57-66.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes theory and research into the application of computers to writing instruction.,*,
347,"Potter, Rosanne G.",Literary Criticism and Literary Computing: The Difficulties of a Synthesis,Computers and the Humanities,22,2,1988,91-97,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n2 p91-97.pdf,CHUM-v22-n2-p91-97.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes what computational analysis has to offer to literary criticism, the challenges to acceptance, and where users tend to get lost.",-,
348,"Helgerson, Linda W.",CD-ROM and Scholarly Research in the Humanities,Computers and the Humanities,22,2,1988,111-116,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n2 p111-116.pdf,CHUM-v22-n2-p111-116.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details the application of digitized texts disseminated via CD-ROM to Humanities research.,*,
349,"Randall, Neil",Determining Literariness in Interactive Fiction,Computers and the Humanities,22,3,1988,183-191,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n3 p183-191.pdf,CHUM-v22-n3-p183-191.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes an investigation into the literariness of interactive fiction, and the extent to which it uses medium to make familiar literary forms strange.",-,
350,"Nilden, Don L.F.",Teaching a Computer to Speculate,Computers and the Humanities,22,3,1988,193-201,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n3 p193-201.pdf,CHUM-v22-n3-p193-201.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details NLP techniques for teaching computers to handle meaning and speculate.,-,
351,"Venezky, Richard L.","Unseen Usera, Unknown Systems: Computer Design for a Scholar's Dictionary",Computers and the Humanities,22,4,1988,285-291,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n4 p285-291.pdf,CHUM-v22-n4-p285-291.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Details the challenge of designing systems for use by scholars, with the example of the Dictionary of Old English computing system.",-,
352,"Thury, Eva M.",A Study of Words Relating to Youth and Old Age in the Plays of Euripides and its Special Implications for Euripides' Suppliant Women,Computers and the Humanities,22,4,1988,293-306,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v22 n4 p293-306.pdf,CHUM-v22-n4-p293-306.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes a study into imagery in the plays of Euripides, and its implications for his play Suppliant Women.",-,
353,"Sanders, Alton F.; Sanders, Ruth H.",Syntactic Parsing: A Survey,Computers and the Humanities,23,1,1989,13-30,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n1 p13-30.pdf,CHUM-v23-n1-p13-30.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a survey of syntactic parsing methods.,-,
354,"Mulford, George W.",Semantic Processing for Communicative Exercises in Foreign-Language Learning,Computers and the Humanities,23,1,1989,31-44,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n1 p31-44.pdf,CHUM-v23-n1-p31-44.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes NLP research utilizing AI for the purpose of semantic processing.,-,
355,"Smith, M.W.A.",A Procedure to Determine Authorship using Pairs of Consecutive Words: More Evidence for Wilkin's Participation in Pericles,Computers and the Humanities,23,2,1989,113-129,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n2 p113-129.pdf,CHUM-v23-n2-p113-129.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes how word pairs can be used to determine authorship, building on Wilkins' work on Pericles.",-,
356,"Juillard, M.; Luong, N.X.",Unrooted Trees Revisited: Topology and Poetic Data,Computers and the Humanities,23,3,1989,215-225,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n3 p215-225.pdf,CHUM-v23-n3-p215-225.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the relative merits of two approaches to tree diagrams for data representation in the Humanities.,-,
357,"Irizarry, Estelle",Exploring Conscious Imitation of Style with Ready-made Software,Computers and the Humanities,23,3,1989,227-233,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n3 p227-233.pdf,CHUM-v23-n3-p227-233.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes approaches to imitation analysis, and the use of ready-made software.",-,
358,"Ide, Nancy M.",A Statistical Measure of Theme and Structure,Computers and the Humanities,23,4-5,1989,277-283,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p227-283.pdf,CHUM-v23-n4-5-p277-283.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes an analysis of semantic patterning in Blake's The Four Zoas, and how this reveals and contributes to strucutre and meaning within the work.",-,
359,"Delcourt, Christian",Where Have all the Key Words Gone?,Computers and the Humanities,23,4-5,1989,285-291,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p285-291.pdf,CHUM-v23-n4-5-p285-291.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes controversies emerging from the use of key words in stylometrics.,-,
360,"Fortier, Paul A.",Some Statistics of Themes in the French Novel,Computers and the Humanities,23,4-5,1989,293-299,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p293-299.pdf,CHUM-v23-n4-5-p293-299.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details the use of statistics on themes within French novels.,-,
361,"van Peer, W.",Quantitative Studies of Literature. A Critique and an Outlook,Computers and the Humanities,23,4-5,1989,301-307,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p301-307.pdf,CHUM-v23-n4-5-p301-307.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes a critique of quantitative studies of literature, and identifies places where techniques and data interpretation can be improved.",-,
362,"Burrows, J.F.",An Ocean Where Each Kind…': Statistical Analysis and some Major Determinants of Literary Style,Computers and the Humanities,23,4-5,1989,309-321,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p309-321.pdf,CHUM-v23-n4-5-p309-321.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details the ways in which statistical analysis has enhanced understanding of Jane Austen and differences between authors.,-,
363,"Preston, Cathy Lynn",The Way Stylized Language Means: Pattern Matching in the Child Ballads,Computers and the Humanities,23,4-5,1989,323-332,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p323-332.pdf,CHUM-v23-n4-5-p323-332.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Suggests applications of pattern-matching to understanding stylized ballad language.,-,
364,"Potter, Rosanne G.",From Literary Output to Literary Criticism: Discovering Shaw's Rhetoric,Computers and the Humanities,23,4-5,1989,333-340,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p333-340.pdf,CHUM-v23-n4-5-p333-340.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes an eleven-step processfor gaining control of data and moving it toward analysis and presentation, using the example of an examination of George Bernard Shaw's works.",-,
365,"Anderson, C.W.; McMaster, G.E.",Quantification of Rewriting by the Brothers Grimm: A Comparison of Successive Versions of Three Tales,Computers and the Humanities,23,4-5,1989,341-346,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p341-346.pdf,CHUM-v23-n4-5-p341-346.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a quantitative analysis of the Brothers Grimm's fairy tales comparing successive versions of three tales.,-,
366,"Frautschi, Richard L.",Lexizal and Focal Preferenes in Rousseau's Profession de foi du Vicaire Savoyard (Book IV of Emile),Computers and the Humanities,23,4-5,1989,347-355,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p347-355.pdf,CHUM-v23-n4-5-p347-355.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details an analysis of Rosseau for lexical and focal preferences.,-,
367,"Olsen, Mark",The Language of Enlightened Politics: The Societe de 1789 in the French Revolution,Computers and the Humanities,23,4-5,1989,357-364,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p357-364.pdf,CHUM-v23-n4-5-p357-364.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a systematic analysis of the discourse of the Societe de 1789 comparing it to a baseline sample.,-,
368,"Myrsiades, Kostas; Myrsiades, Linda Suny",Using Information Management Systems to Study Modern Greek Folklore,Computers and the Humanities,23,4-5,1989,365-373,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p365-373.pdf,CHUM-v23-n4-5-p365-373.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes a method of information management, and its application to the study of modern Greek folklore.",-,
369,"Janus, Louis; Shadduck, Gregg",Beyond the Concordance: Lotus and dBase as Text Analysis Tools,Computers and the Humanities,23,4-5,1989,375-383,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p375-383.pdf,CHUM-v23-n4-5-p375-383.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the application of general-purpose software packages Lotus 1-2-3 and dBase III to organize and understand texts.,-,
370,"Logan, H.M.",Report on a New OED Project: A Study of the History of New Words in the New OED,Computers and the Humanities,23,4-5,1989,385-395,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p385-395.pdf,CHUM-v23-n4-5-p385-395.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Reports on a project analyzing the computerized OED, including listing of new words in 50-year increments.",-,
371,"Luong, N.X.",Using a Tree Model in Textual Analysis,Computers and the Humanities,23,4-5,1989,397-402,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p397-402.pdf,CHUM-v23-n4-5-p397-402.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Shows the utility of tree modelling to textual data, in addition to examples of this model representing different variations of textual data.",-,
372,"Harris, Mary Dee",Analysis of the Discourse Structure of Lyric Poetry,Computers and the Humanities,23,4-5,1989,423-428,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n4-5 p423-428.pdf,CHUM-v23-n4-5-p423-428.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Reports on an application of discourse structure analysis to lyric poetry, including suggestions for how to better handle texts of this type.",-,
373,"O'Keeffe, Katherine O'Brien; Rundell, William",An Information-Theoretic Approach to the Written Transmission of Old English,Computers and the Humanities,23,6,1989,459-467,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v23 n6 p459-467.pdf,CHUM-v23-n6-p459-467.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes an application of information theory to Old English text, examining string entropy and the role of the reader in 'decoding' a highly variable text.",-,
374,"Dobrin, David N.",A New Grammar Checker,Computers and the Humanities,24,1-2,1990,67-80,-,n/a,pdf,CorrecText,grammar checker,Houghton-Mifflin,n/a,journal,Describe computer-assisted research,CHUM v24 n1-2 p67-80.pdf,CHUM-v24-n1-2-p67-80.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a new grammar checker and its potential utility to large bodies of unedited text.,-,
375,"Brink, Dan",Input…Output,Computers and the Humanities,24,1-2,1990,105-106,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n1-2 p105-106.pdf,CHUM-v24-n1-2-p105-106.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Meta article on Humanities Computing as a discipline.,*,
376,"Raben, Estelle M.","The ""Two Cultures"" Dichotomy Reexamined",Computers and the Humanities,24,1-2,1990,107-109,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n1-2 p107-109.pdf,CHUM-v24-n1-2-p107-109.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Meta article on the relationship between humanists and technologists.,*,
377,"Fomenko, Anatoliy T.; Rachev, Svetlozar T.",Volume Functions of Historical Texts and the Amplitude Correlation Principle,Computers and the Humanities,24,3,1990,187-206,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n3 p187-206.pdf,CHUM-v24-n3-p187-206.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a model for distinguishing between dependant and independent narrative texts.,-,
378,"Yaruss, Jonathan Scott",DOC 1988: The Modernization of a Chinese Dialect Dictionary on Computer,Computers and the Humanities,24,3,1990,207-219,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n3 p207-219.pdf,CHUM-v24-n3-p207-219.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Argues in favour of redeveloping outdated computer-based projects to take advantage of technological advancement.,-,
379,"Simonton, Dean Keith",Lexical Choices and Aesthetic Success: A Computer Content Analysis of 154 Shakespeare Sonnets,Computers and the Humanities,24,4,1990,251-264,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n4 p251-264.pdf,CHUM-v24-n4-p251-264.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a content analysis of Shakespeare's sonnets for lexical choices and their aesthetic success.,-,
380,"Irizarry, Estelle",Stylistic Analysis of a Corpus of Twentieth-Century Spanish Narrative,Computers and the Humanities,24,4,1990,265-274,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v24 n4 p265-274.pdf,CHUM-v24-n4-p265-274.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes statistic information derived from a corpus of Spanish narrative to tease out data significance via comparison.,-,
381,"Johnson, Eric",Project Report: Strong Writer,Computers and the Humanities,24,4,1990,289-294,-,n/a,pdf,Strong Writer,grammar checker; style checker,n/a,Dakota State University,journal,Describe computer-assisted research,CHUM v24 n4 p289-294.pdf,CHUM-v24-n4-p289-294.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes Strong Writer, a grammar and style checker created by the author to assist students in avoiding blunders in their own writing.",-,
